Date,Close,High,Low,Open,Volume,MA50,MA200,MACD,MACD_signal,MACD_hist,RSI,BB_low,BB_high,DC_high,DC_low,S_MA_buy,S_MACD_buy,S_RSI_buy,S_BB_buy,S_DC_buy,Vol20,S_Vol_buy,S_RSI_sell,S_BB_sell,S_DC_sell,S_Vol_sell,Score_buy,Score_sell,Signal
2022-01-18,166.66134643554688,169.35068950665382,166.27855596311068,168.33972966979056,90956700,,,-2.623878773595038,-1.8959091627759217,-0.7279696108191165,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022-01-19,163.15731811523438,167.9176743026287,162.87268520870165,166.85763576058818,94815000,,,-3.091191679595937,-2.134965666139925,-0.9562260134560124,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022-01-20,161.4691162109375,166.54354975921092,161.14521428529383,163.8934607946357,91420500,,,-3.556764146126369,-2.4193253621372137,-1.137438783989155,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022-01-21,159.40794372558594,163.25548287606637,159.2999764162496,161.38078458519854,122848900,,,-4.045419990289361,-2.744544287767643,-1.3008757025217177,14.597058295149594,,,,,0,0,1,0,0,,0,0,0,0,0,1,0,1
2022-01-24,158.63253784179688,159.29997620135896,151.84045205683918,157.06212195335075,162294600,,,-4.444024098351349,-3.084440249884384,-1.359583848466965,13.968821035443897,,,,,0,0,1,0,0,,0,0,0,0,0,1,0,1
2022-01-25,156.82655334472656,159.7514654895658,154.1175758189767,156.04133790955973,115798400,,,-4.849743754310339,-3.437500950769575,-1.4122428035407637,12.607793126092815,,,,,0,0,1,0,0,,0,0,0,0,0,1,0,1
2022-01-26,156.73822021484375,161.35134029387297,154.90279093312674,160.47779205545413,108275300,,,-5.1193940620260605,-3.773879573020873,-1.345514489005188,12.543418093737287,,,,,0,0,1,0,0,,0,0,0,0,0,1,0,1
2022-01-27,156.27688598632812,160.81148242302393,155.35425909751854,159.44717659164758,121954600,,,-5.309119465935311,-4.080927551603761,-1.2281919143315498,12.193251540046816,,,,,0,0,1,0,0,,0,0,0,0,0,1,0,1
2022-01-28,167.18154907226562,167.2011835771804,159.79073801782928,162.64695192499494,179935700,,,-4.527374285892705,-4.17021689846155,-0.3571573874311546,48.66976269366516,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
2022-01-31,171.5492706298828,171.76520522888097,166.37667997036093,167.0146740043963,115541600,,,-3.514879627007872,-4.039149444170815,0.524269817162943,56.469902901829386,153.78651155440204,179.6569088557542,178.6456756591797,156.27688598632812,0,1,0,0,0,105422300.0,0,0,0,0,0,1,0,1
2022-02-01,171.38246154785156,171.608205971386,169.1249723822828,170.7935461214453,86213900,,,-2.694865679986549,-3.770292691333962,1.0754270113474131,56.119159326033135,154.4128326300269,178.30426636899654,176.3783416748047,156.27688598632812,0,1,0,0,0,104508600.0,0,0,0,0,0,1,0,1
2022-02-02,172.5897216796875,172.62899069570594,170.12612259885077,171.51987313267702,84914300,,,-1.925388238840668,-3.401311800835304,1.4759235619946356,58.14535861811573,154.75671869025885,177.58151830925286,172.5897216796875,156.27688598632812,0,1,0,0,0,103788795.0,0,0,0,0,0,1,0,1
2022-02-03,169.7040557861328,172.98232955327137,168.9384747506924,171.2548523641826,89418100,,,-1.530775121316566,-3.027204464931556,1.4964293436149902,51.96837781564567,154.81769979330778,177.32227060464146,172.5897216796875,156.27688598632812,0,1,0,0,0,103532820.0,0,0,0,0,0,1,0,1
2022-02-04,169.41905212402344,171.09958880025067,167.7385154477962,168.72128157532018,82465400,,,-1.226895904036411,-2.6671427527525275,1.4402468487161166,51.38773408177117,154.81538645692984,177.384421282328,172.5897216796875,156.27688598632812,0,1,0,0,0,102810890.0,0,0,0,0,0,1,0,1
2022-02-07,168.70164489746094,170.9521728360201,168.00387431629863,169.88096130618518,77251200,,,-1.0320612429981395,-2.34012645080165,1.3080652078035104,49.87705783606189,154.81504398356714,177.35617336262425,172.5897216796875,156.27688598632812,0,1,0,0,0,102337995.0,0,0,0,0,0,1,0,1
2022-02-08,171.81698608398438,172.3280286162116,168.47557259889186,168.77040540578523,74829200,,,-0.61913437695776,-1.995928036032872,1.376793659075112,55.93506299490173,154.7452758288561,177.70692143676888,172.5897216796875,156.27688598632812,0,1,0,0,0,100741175.0,0,0,0,0,0,1,0,1
2022-02-09,173.24197387695312,173.60559246596077,171.88575211887613,173.01594191587955,71285000,,,-0.174886274758137,-1.631719683777925,1.456833409019788,58.41111935215712,154.66318517199056,177.92883142957191,173.24197387695312,156.27688598632812,0,1,0,0,1,100498510.0,0,0,0,0,0,2,0,1
2022-02-10,169.1536865234375,172.45578102776864,168.59351767675065,171.13887812913805,90865900,,,-0.1509668237453638,-1.335569111771413,1.1846022880260492,49.77033971332413,154.7515703544155,177.52727333454936,173.24197387695312,156.27688598632812,0,1,0,0,0,101301545.0,0,0,0,0,0,1,0,1
2022-02-11,165.73365783691406,170.0971412814251,165.1439922378864,169.3600667805501,98670700,,,-0.4033288946831703,-1.1491210683537645,0.7457921736705941,43.91748336397673,154.66362290089197,177.28786788279942,173.24197387695312,156.27688598632812,0,1,0,0,0,102009790.0,0,0,0,0,0,1,0,1
2022-02-14,165.96951293945312,166.65744608251217,163.68948881295134,164.4855268067638,86185500,,,-0.5776374731961766,-1.0348243493222469,0.4571868761260702,44.403049556564746,154.6102930785304,176.95105640877432,173.24197387695312,156.27688598632812,0,1,0,0,0,102297025.0,0,0,0,0,0,1,0,1
2022-02-15,169.8121337890625,169.969379951066,167.3159146994891,168.02350743268553,62527400,,,-0.4010874031369837,-0.9080769600851945,0.5069895569482106,51.73500995418707,154.6345170251441,177.24191119751217,173.24197387695312,156.27688598632812,0,1,0,0,0,100875560.0,0,0,0,0,0,1,0,1
2022-02-16,169.57627868652344,170.3526572392932,167.1193636519341,168.88834547600229,61177400,,,-0.2770085541121148,-0.7818632788905785,0.5048547247784637,51.28792843036557,154.92505593205738,177.59326834772776,173.24197387695312,156.27688598632812,0,1,0,0,0,99193680.0,0,0,0,0,0,1,0,1
2022-02-17,165.96951293945312,168.94729246969413,165.5665753142979,168.08245366366685,69589300,,,-0.4643581929146592,-0.7183622616953946,0.2540040687807354,44.89812196366067,155.36270279615033,177.60566115648638,173.24197387695312,156.27688598632812,0,1,0,0,0,98102120.0,0,0,0,0,0,1,0,1
2022-02-18,164.41677856445312,167.60093126737578,163.32590754694263,166.89335344125396,82772700,,,-0.7297151171284213,-0.720632832782,-0.0090822843464213,42.446367412681965,156.04459955048114,177.42464788604232,173.24197387695312,156.27688598632812,0,0,0,0,0,96098310.0,0,0,0,0,0,0,0,0
2022-02-22,161.48812866210938,163.81727946148703,159.35551308277192,162.1367428748668,91162800,,,-1.1629244930711593,-0.8090911648398318,-0.3538333282313275,38.208355838719,156.55405808034786,177.20074843820683,173.24197387695312,156.27688598632812,0,0,0,0,0,92541720.0,0,0,0,0,0,0,0,0
2022-02-23,157.31137084960938,163.28657531432245,156.9968785115613,162.68708741626082,90009200,,,-1.8222695049285849,-1.0117268328575824,-0.8105426720710023,33.12821082423558,156.6709558089593,177.1323324600837,173.24197387695312,156.27688598632812,0,0,0,0,0,91252260.0,0,0,0,0,0,0,0,0
2022-02-24,159.93536376953125,160.0434686425656,149.38045024208816,149.95045639119465,141147500,,,-2.1087623781002947,-1.231133941906125,-0.8776284361941697,38.64720762320005,157.38619554880756,176.73680707570418,173.24197387695312,156.27688598632812,0,0,0,0,0,92895870.0,1,0,0,0,1,1,1,0
2022-02-25,162.00900268554688,162.27433874391238,158.097582687372,161.0163992959612,91974200,,,-2.1437726372495547,-1.413661680974811,-0.7301109562747436,42.6736947086666,158.680527731566,176.0156865628676,173.24197387695312,157.31137084960938,0,0,0,0,0,91396850.0,0,0,0,0,0,0,0,0
2022-02-28,162.27435302734375,162.56918589174444,159.63070950306087,160.24985701872006,95056600,,,-2.125604321428284,-1.5560502090655055,-0.5695541123627783,43.18750997189988,158.1568446486689,176.0486500412725,173.24197387695312,157.31137084960938,0,0,0,0,0,87152895.0,0,0,0,0,0,0,0,0
2022-03-01,160.3874053955078,163.72881873455478,159.1786074354802,161.86155436972356,83474400,,,-2.237672211897888,-1.6923746096319825,-0.5452976022659053,40.41352167014409,157.38779040994183,175.70151775656203,173.24197387695312,157.31137084960938,0,0,0,0,0,85549535.0,0,0,0,0,0,0,0,0
2022-03-02,163.68951416015625,164.47573001503346,160.14172804891763,161.5569135885326,79724800,,,-2.036558068369118,-1.7612113013794095,-0.2753467669897083,46.84758949955987,157.20423614290726,175.1157772848271,173.24197387695312,157.31137084960938,0,0,0,0,0,85225080.0,0,0,0,0,0,0,0,0
2022-03-03,163.3651885986328,165.99900928641364,162.69691491410015,165.5665898454482,76678400,,,-1.8816534928100448,-1.7852997396655366,-0.0963537531445086,46.31857497745334,157.17534993074398,174.22221018888493,173.24197387695312,157.31137084960938,0,0,0,0,0,84813285.0,0,0,0,0,0,0,0,0
2022-03-04,160.35791015625,162.696897797681,159.30635844072924,161.65516834266916,83737200,,,-1.9787430202651135,-1.823988395785452,-0.1547546244796616,41.6249225256433,156.61335881293382,173.84958674370682,173.24197387695312,157.31137084960938,0,0,0,0,0,84529240.0,0,0,0,0,0,0,0,0
2022-03-07,156.5546417236328,162.17606497919274,156.29911294194886,160.54466966467405,96418800,,,-2.335655168647918,-1.9263217503579453,-0.4093334182899726,36.576804287174745,155.41397991408192,173.76252460251962,173.24197387695312,156.5546417236328,0,0,0,0,0,85226910.0,0,0,0,1,0,0,1,-1
2022-03-08,154.72669982910156,160.0729499038518,153.1149639973743,156.08292186895503,131148300,,,-2.734488767444361,-2.087955153775229,-0.6465336136691326,34.416416000195255,153.97586159737355,173.80314841239206,173.24197387695312,154.72669982910156,0,0,0,0,0,87921765.0,0,0,0,1,0,0,1,-1
2022-03-09,160.1417236328125,160.5938026105418,156.66273844037977,158.69705635061237,91454900,,,-2.583835257744454,-2.187131174569074,-0.3967040831753801,44.814910644406105,153.9699296590156,172.64155410563282,173.24197387695312,154.72669982910156,0,0,0,0,0,88753050.0,0,0,0,0,0,0,0,0
2022-03-10,155.7880859375,157.62585374072555,153.2918516527838,157.43912578291366,105342000,,,-2.7836551986854943,-2.306435979392358,-0.4772192192931364,39.40529392666064,153.73429488756025,171.13180008314285,169.8121337890625,154.72669982910156,0,0,0,0,0,90455900.0,0,0,0,0,0,0,0,0
2022-03-11,152.06341552734375,156.53500490118736,151.83738349184966,156.19103072019064,96970100,,,-3.205611422185285,-2.4862710679509434,-0.7193403542343417,35.46144200767935,152.34706716675873,170.81000070433504,169.8121337890625,152.06341552734375,0,0,0,1,0,90761110.0,0,0,0,1,0,1,1,0
2022-03-14,148.0242156982422,151.4638968278343,147.51318815597864,148.83991330847238,108732100,,,-3.821888091668313,-2.753394472694417,-1.0684936189738958,31.750311761549767,149.9518033854376,171.43432027178898,169.8121337890625,148.0242156982422,0,0,0,1,0,91264180.0,0,0,0,1,0,1,1,0
2022-03-15,152.4171905517578,152.88892907582556,147.78837062747488,148.29939820148408,92964300,164.64911743164063,,-3.910734917431057,-2.9848625616417457,-0.9258723557893114,39.20249650167636,148.98513291514635,171.04575850331068,169.8121337890625,148.0242156982422,0,0,0,0,0,91603120.0,0,0,0,0,0,0,0,0
2022-03-16,156.8396453857422,157.24258310394316,151.79806526213048,154.34342597712845,102300200,164.2129968261719,,-3.582989054363992,-3.104487860186195,-0.478501194177797,45.63780401857162,149.22743926382208,169.50620331430292,169.57627868652344,148.0242156982422,0,0,0,0,0,93591760.0,0,0,0,0,0,0,0,0
2022-03-17,157.8518829345703,158.22533884354678,154.9134219533723,155.8765285127207,75615400,163.8424676513672,,-3.204628028927857,-3.124515893934528,-0.0801121349933291,47.02009183515946,149.77810979806668,167.783093204863,165.96951293945312,148.0242156982422,0,0,0,0,0,94313660.0,0,0,0,0,0,0,0,0
2022-03-18,161.15396118164062,161.64534417157984,157.006687546888,157.74376203179685,123511700,163.63181243896486,,-2.608257701210988,-3.02126425538982,0.4130065541788319,51.364627208500266,150.07794237433723,167.00170545281122,164.41677856445312,148.0242156982422,0,1,0,0,0,97009780.0,0,0,0,0,0,1,0,1
2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400,163.50599609375,,-2.0015338309929973,-2.817318170510456,0.8157843395174584,53.0907623339908,150.20871926953015,166.6822368461925,163.68951416015625,148.0242156982422,0,1,0,0,0,97661715.0,0,0,0,0,0,1,0,1
2022-03-22,165.91058349609375,166.50023417031582,162.06796436975657,162.6576150439786,81532000,163.44445678710937,,-1.2336836403403597,-2.5005912644764368,1.2669076241360773,57.11797886793135,149.89490600491317,167.43829559420791,165.91058349609375,148.0242156982422,0,1,0,0,1,97180175.0,0,0,0,0,0,2,0,1
2022-03-23,167.27662658691406,169.66474104201137,164.76073274272346,165.09488461775757,98062700,163.4098455810547,,-0.5090604393893443,-2.102285099459018,1.5932246600696738,58.6622825785602,149.6565122298722,168.67321494297937,167.27662658691406,148.0242156982422,0,1,0,0,1,97582850.0,0,0,0,0,0,2,0,1
2022-03-24,171.0701141357422,171.13889996970468,167.27663612578863,168.11197837145693,90131400,163.39437225341797,,0.3670799406285141,-1.6084120914415116,1.9754920320700255,62.68149243624529,148.8866030482315,170.55659916124114,171.0701141357422,148.0242156982422,0,1,0,0,1,95032045.0,0,0,1,0,0,2,1,1
2022-03-25,171.70889282226562,172.25923943454524,169.77284242104022,170.8833729038462,80546200,163.382841796875,,1.1002881684491967,-1.06667203946337,2.1669602079125667,63.32807550773742,148.2003932334816,172.2127979896629,171.70889282226562,148.0242156982422,0,1,0,0,1,94460645.0,0,0,0,0,0,2,0,1
2022-03-28,172.57373046875,172.701479862601,169.03576656556126,169.202835000459,90371900,163.45417266845703,,1.7311900604105688,-0.5070996194885822,2.238289679899151,64.23165783209336,147.5753785517499,173.86775041553523,172.57373046875,148.0242156982422,0,1,0,0,1,94226410.0,0,0,0,0,0,2,0,1
2022-03-29,175.87582397460938,175.92495028186923,173.30096665224875,173.64494077798946,100589400,163.57427062988282,,2.469172619418572,0.0881548282928486,2.381017791125723,67.52214930858716,146.78778099670268,176.20418982849264,175.87582397460938,148.0242156982422,0,1,0,0,1,95082160.0,0,0,0,0,0,2,0,1
2022-03-30,174.70632934570312,176.51461532464543,173.6547624474948,175.4728856845117,92633200,163.73517028808592,,2.925932344889077,0.6557103316120942,2.2702220132769826,65.23326102468266,146.26525785106665,177.82839449268337,175.87582397460938,148.0242156982422,0,1,0,0,0,95727580.0,0,0,0,0,0,1,0,1
2022-03-31,171.60081481933594,174.9618735812638,171.39442730950734,174.77514559518622,103049300,163.90404022216796,,3.002715217785209,1.125111308846717,1.877603908938492,59.46845122462045,146.14028136809753,178.7769335977228,175.87582397460938,148.0242156982422,0,1,0,0,0,97046125.0,0,0,0,0,0,1,0,1
2022-04-01,171.30593872070312,171.86612253758457,168.97678810398756,171.0307654409147,78751300,164.10077667236328,,3.0051308827811454,1.5011152236336027,1.5040156591475426,58.935869476480576,146.27694312581497,179.73507469645068,175.87582397460938,148.0242156982422,0,1,0,0,0,96796830.0,0,0,0,0,0,1,0,1
2022-04-04,175.36477661132812,175.41391791306214,171.4337124057241,171.56147679106857,76468400,164.41991333007812,,3.2965589320126583,1.860203965309414,1.4363549667032445,63.74840147261733,146.6679963207931,181.22503499024208,175.87582397460938,148.0242156982422,0,1,0,0,0,95799310.0,0,0,0,0,0,1,0,1
2022-04-05,172.04302978515625,175.22719732393347,171.41406008567415,174.4409814506257,73401800,164.6881231689453,,3.222335475254255,2.1326302672983823,1.0897052079558724,57.78024895532064,147.73432334067883,181.8903409659618,175.87582397460938,148.0242156982422,0,1,0,0,0,92911985.0,0,0,0,0,0,1,0,1
2022-04-06,168.86871337890625,170.6376954902334,167.19801388325018,169.38957825115511,89058800,164.9289663696289,,2.8742396009392337,2.2809521340265526,0.5932874669126811,52.70251094325965,148.22444273125035,182.27292054999964,175.87582397460938,148.0242156982422,0,1,0,0,0,92792180.0,0,0,0,0,0,1,0,1
2022-04-07,169.17335510253906,170.37233093887772,166.9228273416991,168.21024852764788,77594700,165.17766906738282,,2.5930619497179634,2.3433740971648347,0.2496878525531287,53.128232911408986,149.38878618856958,182.4471040091843,175.87582397460938,148.0242156982422,0,1,0,0,0,91404815.0,0,0,0,0,0,1,0,1
2022-04-08,167.1586456298828,168.81952237336554,166.28398459285444,168.81952237336554,76575500,165.3953042602539,,2.182497940831638,2.3111988658981955,-0.1287009250665574,49.92759634853075,151.41319467879683,181.93221852921096,175.87582397460938,148.0242156982422,0,0,0,0,0,90385085.0,0,0,0,0,0,0,0,0
2022-04-11,162.8934783935547,166.11694994882637,162.6477868725991,165.80247259982983,72246700,165.30954284667968,,1.4957179498793494,2.148102682694426,-0.6523847328150767,43.89829533759448,154.61206785595903,180.22027162158,175.87582397460938,152.4171905517578,0,0,0,0,0,88560815.0,0,0,0,0,0,0,0,0
2022-04-12,164.7705535888672,166.94245808323757,163.7681280552551,165.12434995391737,79265200,165.17396850585936,,1.0903354318091658,1.936549232517374,-0.8462138007082083,46.93541146994999,157.13315209228332,178.93452368896666,175.87582397460938,156.8396453857422,0,0,0,0,0,87875860.0,0,0,0,0,0,0,0,0
2022-04-13,167.46331787109375,168.0922875017565,163.89588754215904,164.5051976542895,70618900,165.09558563232423,,0.9751099779795424,1.7442613816098078,-0.7691514036302654,51.03092697745716,158.93696687469293,178.19307615509223,175.87582397460938,157.8518829345703,0,0,0,0,0,86291795.0,0,0,0,0,0,0,0,0
2022-04-14,162.44140625,168.3183584761883,162.19571471867903,167.67955149726123,75329400,164.89261932373046,,0.473112926396368,1.49003169056712,-1.016918764170752,44.18224548998322,160.01758113518588,177.57141422614222,175.87582397460938,161.15396118164062,0,0,0,0,0,86277495.0,0,0,0,0,0,0,0,0
2022-04-18,162.2251739501953,163.72880457418574,160.7510251034739,161.09498417021837,69023900,164.74304168701173,,0.0571694925345411,1.2034592509606044,-1.1462897584260632,43.908993596559206,160.24698673847513,177.44912989970845,175.87582397460938,162.2251739501953,0,0,0,0,0,83553105.0,0,0,0,0,0,0,0,0
2022-04-19,164.51504516601562,164.92782013945308,161.08520094874402,162.17607195952326,67723800,164.64496154785155,,-0.0866958300841531,0.9454282347516528,-1.032124064835806,47.604584251487054,160.59805998980067,177.29657501996496,175.87582397460938,162.2251739501953,0,0,0,0,0,82148725.0,0,0,0,0,0,0,0,0
2022-04-20,164.34796142578125,165.9695343967265,163.23744599263426,165.851592274227,67929800,164.55788787841797,,-0.2117514572248069,0.713992296356361,-0.925743753581168,47.35939322524307,160.37965474430533,177.35871805842905,175.87582397460938,162.2251739501953,0,0,0,0,0,81468615.0,0,0,0,0,0,0,0,0
2022-04-21,163.55191040039062,168.5738450907259,163.0507051558019,165.99900305629262,87227800,164.39258636474608,,-0.37081903655735,0.4970300297736187,-0.8678490663309688,46.1400519508353,159.9033806645819,177.46252051950012,175.87582397460938,162.2251739501953,0,0,0,0,0,80926870.0,0,0,0,0,0,0,0,0
2022-04-22,159.00172424316406,164.97694406303006,158.7167286660117,163.5912552281569,84882400,164.10778137207032,,-0.8541965880461078,0.2267847062096735,-1.0809812942557813,39.82787427464335,158.42396759589062,177.7350945989336,175.87582397460938,159.00172424316406,0,0,0,0,0,80664420.0,0,0,0,1,0,0,1,-1
2022-04-25,160.07296752929688,160.35796313638966,155.72914261422412,158.343289375942,96046400,163.9261669921875,,-1.1377214549848702,-0.0461165260292352,-1.0916049289556349,41.84499487917921,157.3951352818676,177.60033438365977,175.87582397460938,159.00172424316406,0,0,0,0,0,81439430.0,0,0,0,0,0,0,0,0
2022-04-26,154.0977020263672,159.54221872291836,154.01907895185514,159.45377338752408,95623200,163.69344787597657,,-1.8235501919371584,-0.4016032592108199,-1.4219469327263383,34.83112384049305,155.19817361540808,177.949693205881,175.87582397460938,154.0977020263672,0,0,0,1,0,81701995.0,0,0,0,1,0,1,1,0
2022-04-27,153.87171936035156,157.03621289741787,152.70222512048082,153.2230900346685,88063200,163.45149200439454,,-2.358126307443058,-0.7929078688572676,-1.5652184385857906,34.594951200849664,153.66143291341962,177.28602344644366,175.36477661132812,153.87171936035156,0,0,0,0,0,81075685.0,0,0,0,1,0,0,1,-1
2022-04-28,160.81985473632812,161.68469376070493,156.19101949826612,156.50551186924736,130216800,163.27164642333983,,-2.1958133046140063,-1.0734889560086154,-1.1223243486053909,46.58685359427154,153.604186311052,175.9546225878738,175.36477661132812,153.87171936035156,0,0,0,0,0,82954865.0,1,0,0,0,1,1,1,0
2022-04-29,154.93307495117188,163.33572839193604,154.53997449609216,159.05086744995398,131747600,162.97878234863282,,-2.5132221507334407,-1.3614355949535804,-1.1517865557798603,39.91025172595479,152.44857956977404,175.4434553423353,175.36477661132812,153.87171936035156,0,0,0,0,0,84389780.0,1,0,0,0,1,1,1,0
2022-05-02,155.2377471923828,155.50308325510557,150.6285715632027,154.00928950852122,123055300,162.76414703369142,,-2.7089592485283447,-1.6309403256685333,-1.0780189228598114,40.38643808718362,151.56926280780922,174.7159529514681,175.36477661132812,153.87171936035156,0,0,0,0,0,86604980.0,0,0,0,0,0,0,0,0
2022-05-03,156.73150634765625,157.94031923877728,153.62597740508184,155.4244258610072,88966500,162.61044158935547,,-2.712282919616172,-1.847208844458061,-0.8650740751581107,42.78059325719659,151.77952589081386,172.64236284209628,172.04302978515625,153.87171936035156,0,0,0,0,0,87229885.0,0,0,0,0,0,0,0,0
2022-05-04,163.1588134765625,163.6108774332453,156.5153058023954,156.9182434563484,108256500,162.64385528564452,,-2.171258071357784,-1.9120186898380056,-0.259239381519778,51.75825760975943,152.3395967187936,171.1938703832572,169.17335510253906,153.87171936035156,0,0,0,0,0,88972620.0,0,0,0,0,0,0,0,0
2022-05-05,154.0682830810547,161.25230261595166,152.27964114704037,161.02627055693395,130525300,162.57899353027344,,-2.447805038644788,-2.019175959599362,-0.4286290790454257,41.77483212871002,151.62213942935267,170.43128464291294,169.17335510253906,153.87171936035156,0,0,0,0,0,91045945.0,0,0,0,0,0,0,0,0
2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600,162.47621734619142,,-2.5784819454449064,-2.1310371567684707,-0.4474447886764356,42.72791721844901,151.31518188056572,169.30056213798895,167.46331787109375,153.87171936035156,0,0,0,0,0,92972440.0,0,0,0,0,0,0,0,0
2022-05-09,149.6589813232422,153.36945750408893,149.0979893908198,152.48365942752434,131577900,162.22921691894533,,-3.0613146302582948,-2.317092651466436,-0.7442219787918591,38.00209025919929,149.8882961902223,168.97748139766836,167.46331787109375,149.6589813232422,0,0,0,1,0,95722560.0,0,0,0,1,0,1,1,0
2022-05-10,152.07028198242188,154.2650810994448,150.5152283773258,153.06434369573583,115366700,162.02513549804686,,-3.2123611013284403,-2.4961463414388367,-0.7162147598896036,41.28452923729087,148.97334745711606,168.81011048966127,167.46331787109375,149.6589813232422,0,0,0,0,0,97878560.0,0,0,0,0,0,0,0,0
2022-05-11,144.18678283691406,152.99546042303857,143.5076754500473,151.07625368918983,142689800,161.701123046875,,-3.922977372591106,-2.7815125476692906,-1.1414648249218151,34.7978255027803,146.44009113093256,169.28498974064945,167.46331787109375,144.18678283691406,0,0,0,1,0,101049790.0,0,0,0,1,0,1,1,0
2022-05-12,140.30899047851562,143.8915146679824,136.60836588189918,140.515681208882,182602000,161.2335125732422,,-4.744361278978687,-3.1740822939311704,-1.5702789850475165,32.12409382864362,143.60950666375993,169.4001414685643,164.51504516601562,140.30899047851562,0,0,0,1,0,106648945.0,1,0,0,1,1,2,2,0
2022-05-13,144.78712463378906,145.7614978791984,140.8502848803236,142.3069113841073,113990900,160.8619512939453,,-4.976598808303464,-3.5345855968056297,-1.4420132114978346,38.04439188665423,142.0727642923948,169.17145567830832,164.51504516601562,140.30899047851562,0,0,0,0,0,108582020.0,0,0,0,0,0,0,0,0
2022-05-16,143.24191284179688,145.19065940090803,141.90338667799685,143.25176455295096,86643800,160.51963134765626,,-5.225102670146441,-3.872689011473792,-1.3524136586726492,36.85001551434731,140.46327092370117,168.8826229361621,164.51504516601562,140.30899047851562,0,0,0,0,0,109463015.0,0,0,0,0,0,0,0,0
2022-05-17,146.88348388671875,147.40511390744666,144.3638940477257,146.50947933681928,78336300,160.32620819091798,,-5.069758402535115,-4.1121028896860565,-0.9576555128490584,41.5103296038495,139.95056180737532,167.63217592455828,164.34796142578125,140.30899047851562,0,0,0,0,0,109993640.0,0,0,0,0,0,0,0,0
2022-05-18,138.59646606445312,145.0331931657119,137.69097960525806,144.5312514480339,109742900,160.003603515625,,-5.55134755301998,-4.3999518223528415,-1.1513957306671383,35.15270528069684,138.05300761984273,166.95458057595806,163.55191040039062,138.59646606445312,0,0,0,0,0,112084295.0,0,0,0,1,0,0,1,-1
2022-05-19,135.18124389648438,139.4231864175674,134.4430864271214,137.6712938917074,136095600,159.50439392089845,,-6.137837145254679,-4.747528886933209,-1.39030825832147,32.91531345863319,135.71066298983283,166.45985855557734,163.1588134765625,135.18124389648438,0,0,0,1,0,114527685.0,0,0,0,1,0,1,1,0
